,Date,Résidus
3339,2021-06-22,-1514.7436840416558
3340,2021-06-23,-1209.2536721086435
3341,2021-06-24,-2045.5427408888281
3342,2021-06-25,-2097.8221323410908
3343,2021-06-26,-1347.003530389069
3344,2021-06-27,-1276.4729273233024
3345,2021-06-28,-1498.798167701243
3346,2021-06-29,-1949.3054561224562
3347,2021-06-30,-2009.0704607630323
3348,2021-07-01,-1490.2486731519166
3349,2021-07-02,-305.6141781551487
3350,2021-07-03,-116.65269296705083
3351,2021-07-04,-1278.3314557462072
3352,2021-07-05,-551.8027374391822
3353,2021-07-06,-1090.9762927273114
3354,2021-07-07,-873.5064117475849
3355,2021-07-08,-598.1182628272436
3356,2021-07-09,-251.14270972111262
3357,2021-07-10,240.3945087788088
3358,2021-07-11,-786.9933721774069
3359,2021-07-12,221.04593300823035
3360,2021-07-13,-274.8652779534168
3361,2021-07-14,-6552.818535213562
3362,2021-07-15,-516.9425523146128
3363,2021-07-16,240.06469721223402
3364,2021-07-17,463.8492741014561
3365,2021-07-18,409.63731117804855
3366,2021-07-19,2442.5369775511645
3367,2021-07-20,2265.971012895876
3368,2021-07-21,2667.694133440913
3369,2021-07-22,3201.4705865845535
3370,2021-07-23,3997.542641948181
3371,2021-07-24,2449.5441066524872
3372,2021-07-25,1845.7362359714316
3373,2021-07-26,1964.3092231844203
3374,2021-07-27,2189.813915948711
3375,2021-07-28,938.1780669677246
3376,2021-07-29,1513.3824045448273
3377,2021-07-30,1071.9273219493843
3378,2021-07-31,2047.7442868630824
3379,2021-08-01,374.4293578130455
3380,2021-08-02,-1732.4579906830986
3381,2021-08-03,-1670.9660670134472
3382,2021-08-04,-1844.737855835243
3383,2021-08-05,-2413.3382968036894
3384,2021-08-06,-2436.79112468972
3385,2021-08-07,-266.6711432140655
3386,2021-08-08,-345.8745181301565
3387,2021-08-09,-2828.3238593149
3388,2021-08-10,-2581.543395364766
3389,2021-08-11,-1713.6498813412472
3390,2021-08-12,-630.6839004809663
3391,2021-08-13,305.8492942693774
3392,2021-08-14,2696.8835565823756
3393,2021-08-15,1643.0176850590797
3394,2021-08-16,-1728.1934171847024
3395,2021-08-17,-2060.8175369024902
3396,2021-08-18,-1853.5395124856514
3397,2021-08-19,-1562.9957979231476
3398,2021-08-20,-933.3183502221145
3399,2021-08-21,1619.7663403889237
